,O,D,Sum,market_share,transfort
310,2.0,9.0,0.3,0.88811751,2.0
311,2.0,9.0,0.22,0.88811751,2.0
312,2.0,9.0,0.0,0.88811751,2.0
313,2.0,9.0,0.0,0.88811751,2.0
314,2.0,9.0,0.0,0.88811751,2.0
315,2.0,9.0,0.0,0.88811751,2.0
316,2.0,9.0,0.0,0.88811751,2.0
317,2.0,9.0,0.0,0.88811751,2.0
318,2.0,9.0,0.0,0.88811751,2.0
319,2.0,9.0,0.0,0.88811751,2.0
320,2.0,9.0,0.35,0.88811751,2.0
321,2.0,9.0,0.0,0.88811751,2.0
322,2.0,9.0,0.0,0.88811751,2.0
323,2.0,9.0,0.0,0.88811751,2.0
324,2.0,9.0,0.0,0.88811751,2.0
325,2.0,9.0,0.0,0.88811751,2.0
326,2.0,9.0,0.0,0.88811751,2.0
327,2.0,9.0,0.0,0.88811751,2.0
328,2.0,9.0,0.0,0.88811751,2.0
329,2.0,9.0,0.0,0.88811751,2.0
330,2.0,9.0,0.0,0.88811751,2.0
331,2.0,9.0,1.34,0.88811751,2.0
332,2.0,9.0,0.0,0.88811751,2.0
333,2.0,9.0,0.0,0.88811751,2.0
334,2.0,9.0,0.0,0.88811751,2.0
335,2.0,9.0,0.0,0.88811751,2.0
336,2.0,9.0,0.0,0.88811751,2.0
337,2.0,9.0,0.0,0.88811751,2.0
338,2.0,9.0,0.0,0.88811751,2.0
339,2.0,9.0,0.0,0.88811751,2.0
340,2.0,9.0,0.0,0.88811751,2.0
341,2.0,9.0,0.4,0.88811751,2.0
342,2.0,9.0,8.610000000000001,0.88811751,2.0
343,2.0,9.0,0.42000000000000004,0.88811751,2.0
344,2.0,9.0,0.0,0.88811751,2.0
345,2.0,9.0,0.33000000000000007,0.88811751,2.0
346,2.0,9.0,0.0,0.88811751,2.0
347,2.0,9.0,0.0,0.88811751,2.0
348,2.0,9.0,0.0,0.88811751,2.0
349,2.0,9.0,0.02,0.88811751,2.0
350,2.0,9.0,0.0,0.88811751,2.0
351,2.0,9.0,0.32,0.88811751,2.0
352,2.0,9.0,0.0,0.88811751,2.0
353,2.0,9.0,0.42000000000000004,0.88811751,2.0
354,2.0,9.0,0.0,0.88811751,2.0
355,2.0,9.0,0.0,0.88811751,2.0
356,2.0,9.0,0.0,0.88811751,2.0
357,2.0,9.0,0.0,0.88811751,2.0
358,2.0,9.0,0.0,0.88811751,2.0
359,2.0,9.0,0.0,0.88811751,2.0
360,2.0,9.0,0.0,0.88811751,2.0
361,2.0,9.0,0.0,0.88811751,2.0
362,2.0,9.0,0.0,0.88811751,2.0
363,2.0,9.0,0.0,0.88811751,2.0
364,2.0,9.0,0.42000000000000004,0.88811751,2.0
365,2.0,9.0,0.4,0.88811751,2.0
366,2.0,9.0,0.0,0.88811751,2.0
367,2.0,9.0,0.0,0.88811751,2.0
368,2.0,9.0,0.0,0.88811751,2.0
369,2.0,9.0,0.0,0.88811751,2.0
370,2.0,9.0,0.0,0.88811751,2.0
371,2.0,9.0,0.0,0.88811751,2.0
372,2.0,9.0,0.0,0.88811751,2.0
373,2.0,9.0,0.0,0.88811751,2.0
374,2.0,9.0,0.0,0.88811751,2.0
375,2.0,9.0,0.6,0.88811751,2.0
376,2.0,9.0,0.0,0.88811751,2.0
377,2.0,9.0,0.0,0.88811751,2.0
378,2.0,9.0,0.0,0.88811751,2.0
379,2.0,9.0,0.0,0.88811751,2.0
380,2.0,9.0,0.0,0.88811751,2.0
381,2.0,9.0,0.0,0.88811751,2.0
382,2.0,9.0,0.0,0.88811751,2.0
383,2.0,9.0,0.0,0.88811751,2.0
384,2.0,9.0,0.0,0.88811751,2.0
385,2.0,11.0,0.04,0.998802773,1.0
386,2.0,11.0,0.4700000000000001,0.998802773,1.0
387,2.0,11.0,2.3,0.998802773,1.0
388,2.0,11.0,0.12000000000000001,0.998802773,1.0
389,2.0,11.0,13.29,0.998802773,1.0
390,2.0,11.0,12.22,0.998802773,1.0
391,2.0,11.0,2.1,0.998802773,1.0
392,2.0,11.0,0.04,0.998802773,1.0
393,2.0,11.0,0.4700000000000001,0.998802773,1.0
394,2.0,11.0,1.02,0.998802773,1.0
395,2.0,11.0,17.700000000000003,0.998802773,1.0
396,2.0,11.0,0.0,0.998802773,1.0
397,2.0,11.0,0.5,0.998802773,1.0
398,2.0,11.0,0.51,0.998802773,1.0
399,2.0,11.0,0.04,0.998802773,1.0
400,2.0,11.0,6.8999999999999995,0.998802773,1.0
401,2.0,11.0,6.76,0.998802773,1.0
402,2.0,11.0,0.33000000000000007,0.998802773,1.0
403,2.0,11.0,0.0,0.998802773,1.0
404,2.0,11.0,4.03,0.998802773,1.0
405,2.0,11.0,0.04,0.998802773,1.0
406,2.0,11.0,17.67,0.998802773,1.0
407,2.0,11.0,0.0,0.998802773,2.0
408,2.0,11.0,0.0,0.998802773,2.0
409,2.0,11.0,0.88,0.998802773,2.0
410,2.0,11.0,0.0,0.998802773,2.0
411,2.0,11.0,0.0,0.998802773,2.0
412,2.0,11.0,0.72,0.998802773,2.0
413,2.0,11.0,0.0,0.998802773,2.0
414,2.0,11.0,0.0,0.998802773,2.0
415,2.0,11.0,0.0,0.998802773,2.0
416,2.0,11.0,0.0,0.998802773,2.0
417,2.0,11.0,0.42,0.998802773,2.0
418,2.0,11.0,0.0,0.998802773,2.0
419,2.0,11.0,0.0,0.998802773,2.0
420,2.0,11.0,0.0,0.998802773,2.0
421,2.0,11.0,0.0,0.998802773,2.0
422,2.0,11.0,1.65,0.998802773,2.0
423,2.0,11.0,0.72,0.998802773,2.0
424,2.0,11.0,0.0,0.998802773,2.0
425,2.0,11.0,0.0,0.998802773,2.0
426,2.0,11.0,0.0,0.998802773,2.0
427,2.0,11.0,0.0,0.998802773,2.0
428,2.0,11.0,5.27,0.998802773,2.0
429,2.0,12.0,0.36,0.9318974520000001,2.0
430,2.0,12.0,5.640000000000001,0.9318974520000001,2.0
431,2.0,12.0,0.3,0.9318974520000001,2.0
432,2.0,12.0,0.0,0.9318974520000001,2.0
433,2.0,12.0,0.0,0.9318974520000001,2.0
434,2.0,12.0,0.0,0.9318974520000001,2.0
435,2.0,12.0,0.0,0.9318974520000001,2.0
436,2.0,12.0,0.0,0.9318974520000001,2.0
437,2.0,12.0,0.1,0.9318974520000001,2.0
438,2.0,12.0,1.02,0.9318974520000001,2.0
439,2.0,12.0,0.96,0.9318974520000001,2.0
440,2.0,12.0,0.0,0.9318974520000001,2.0
441,2.0,12.0,0.64,0.9318974520000001,2.0
442,2.0,12.0,0.0,0.9318974520000001,2.0
443,2.0,12.0,0.0,0.9318974520000001,2.0
444,2.0,12.0,0.0,0.9318974520000001,2.0
445,2.0,12.0,0.0,0.9318974520000001,2.0
446,2.0,12.0,0.0,0.9318974520000001,2.0
447,2.0,12.0,0.0,0.9318974520000001,2.0
448,2.0,12.0,0.1,0.9318974520000001,2.0
449,2.0,12.0,0.0,0.9318974520000001,2.0
450,2.0,12.0,0.0,0.9318974520000001,2.0
451,2.0,12.0,0.36,0.9318974520000001,2.0
452,2.0,12.0,0.0,0.9318974520000001,2.0
453,2.0,12.0,0.0,0.9318974520000001,2.0
454,2.0,12.0,0.0,0.9318974520000001,2.0
455,2.0,12.0,0.0,0.9318974520000001,2.0
456,2.0,12.0,0.0,0.9318974520000001,2.0
457,2.0,12.0,0.0,0.9318974520000001,2.0
458,2.0,12.0,0.0,0.9318974520000001,2.0
459,2.0,12.0,0.1,0.9318974520000001,2.0
460,2.0,12.0,0.0,0.9318974520000001,2.0
461,2.0,12.0,0.0,0.9318974520000001,2.0
462,2.0,12.0,0.0,0.9318974520000001,2.0
463,2.0,12.0,0.64,0.9318974520000001,2.0
464,2.0,12.0,0.0,0.9318974520000001,2.0
465,2.0,12.0,0.0,0.9318974520000001,2.0
466,2.0,12.0,0.0,0.9318974520000001,2.0
467,2.0,12.0,0.0,0.9318974520000001,2.0
468,2.0,12.0,0.0,0.9318974520000001,2.0
469,2.0,12.0,0.0,0.9318974520000001,2.0
470,2.0,12.0,0.1,0.9318974520000001,2.0
471,2.0,12.0,0.0,0.9318974520000001,2.0
472,2.0,12.0,0.0,0.9318974520000001,2.0
473,2.0,12.0,0.0,0.9318974520000001,2.0
474,2.0,12.0,1.16,0.9318974520000001,2.0
475,2.0,12.0,0.0,0.9318974520000001,2.0
476,2.0,12.0,0.0,0.9318974520000001,2.0
477,2.0,12.0,0.0,0.9318974520000001,2.0
478,2.0,12.0,0.0,0.9318974520000001,2.0
479,2.0,12.0,0.0,0.9318974520000001,2.0
480,2.0,12.0,0.0,0.9318974520000001,2.0
481,2.0,12.0,0.0,0.9318974520000001,2.0
482,2.0,12.0,0.38,0.9318974520000001,2.0
483,2.0,12.0,0.0,0.9318974520000001,2.0
484,2.0,12.0,0.0,0.9318974520000001,2.0
485,2.0,12.0,0.33,0.9318974520000001,2.0
486,2.0,12.0,0.0,0.9318974520000001,2.0
487,2.0,12.0,0.0,0.9318974520000001,2.0
488,2.0,12.0,0.0,0.9318974520000001,2.0
489,2.0,12.0,0.0,0.9318974520000001,2.0
490,2.0,12.0,0.0,0.9318974520000001,2.0
491,2.0,12.0,0.0,0.9318974520000001,2.0
492,2.0,12.0,0.0,0.9318974520000001,2.0
493,2.0,12.0,0.0,0.9318974520000001,2.0
494,2.0,12.0,0.0,0.9318974520000001,2.0
495,2.0,13.0,0.0,0.569747074,1.0
496,2.0,13.0,1.12,0.569747074,1.0
497,2.0,13.0,0.0,0.569747074,1.0
498,2.0,13.0,4.42,0.569747074,1.0
499,2.0,13.0,1.4100000000000001,0.569747074,1.0
500,2.0,13.0,2.35,0.569747074,1.0
501,2.0,13.0,2.8100000000000005,0.569747074,1.0
502,2.0,13.0,0.0,0.569747074,1.0
503,2.0,13.0,0.81,0.569747074,1.0
504,2.0,13.0,11.530000000000001,0.569747074,1.0
505,2.0,13.0,10.32,0.569747074,1.0
506,2.0,14.0,0.0,0.48589311700000004,2.0
507,2.0,14.0,0.03,0.48589311700000004,2.0
508,2.0,14.0,0.01,0.48589311700000004,2.0
509,2.0,14.0,0.03,0.48589311700000004,2.0
510,2.0,14.0,0.01,0.48589311700000004,2.0
511,2.0,14.0,0.01,0.48589311700000004,2.0
512,2.0,14.0,0.01,0.48589311700000004,2.0
513,2.0,14.0,0.0,0.48589311700000004,2.0
514,2.0,14.0,0.03,0.48589311700000004,2.0
515,2.0,14.0,0.03,0.48589311700000004,2.0
516,2.0,14.0,0.78,0.48589311700000004,2.0
517,2.0,14.0,0.0,0.48589311700000004,3.0
518,2.0,14.0,0.0,0.48589311700000004,3.0
519,2.0,14.0,0.0,0.48589311700000004,3.0
520,2.0,14.0,0.0,0.48589311700000004,3.0
521,2.0,14.0,1.2000000000000002,0.48589311700000004,3.0
522,2.0,14.0,0.0,0.48589311700000004,3.0
523,2.0,14.0,0.0,0.48589311700000004,3.0
524,2.0,14.0,0.0,0.48589311700000004,3.0
525,2.0,14.0,0.01,0.48589311700000004,3.0
526,2.0,14.0,0.0,0.48589311700000004,3.0
527,2.0,14.0,0.29,0.48589311700000004,3.0
528,2.0,14.0,2.02,0.48589311700000004,2.0
529,2.0,14.0,0.03,0.48589311700000004,2.0
530,2.0,14.0,0.01,0.48589311700000004,2.0
531,2.0,14.0,0.03,0.48589311700000004,2.0
532,2.0,14.0,0.6900000000000001,0.48589311700000004,2.0
533,2.0,14.0,0.01,0.48589311700000004,2.0
534,2.0,14.0,0.01,0.48589311700000004,2.0
535,2.0,14.0,0.0,0.48589311700000004,2.0
536,2.0,14.0,0.03,0.48589311700000004,2.0
537,2.0,14.0,0.03,0.48589311700000004,2.0
538,2.0,14.0,0.29,0.48589311700000004,2.0
539,2.0,14.0,0.0,0.48589311700000004,3.0
540,2.0,14.0,0.0,0.48589311700000004,3.0
541,2.0,14.0,0.0,0.48589311700000004,3.0
542,2.0,14.0,0.0,0.48589311700000004,3.0
543,2.0,14.0,0.74,0.48589311700000004,3.0
544,2.0,14.0,0.0,0.48589311700000004,3.0
545,2.0,14.0,0.0,0.48589311700000004,3.0
546,2.0,14.0,0.0,0.48589311700000004,3.0
547,2.0,14.0,0.01,0.48589311700000004,3.0
